auction_date,opening_bid,address,city,state,zip,date_added
01/05/2023,"$45,673.04",1705 CLEMENT RD,LUTZ,FL,33549,10/29/2022
01/05/2023,"$6,634.05",8437 FANTASIA PARK WAY,RIVERVIEW,FL,33578,10/29/2022
01/05/2023,"$55,849.38",1149 MCDANIEL ST,SUN CITY CENTER,FL,33573,10/29/2022
01/05/2023,"$64,484.82",2110 W HILLSBOROUGH AVE,TAMPA,FL,33603,10/29/2022
01/05/2023,"$6,710.79",6002 N 49TH ST,TAMPA,FL,33610,10/29/2022
01/05/2023,"$4,564.45",5502 LENOX DR,TAMPA,FL,33610,10/29/2022
01/05/2023,"$15,799.72",208 W BOUGAINVILLEA AVE,TAMPA,FL,33612,10/29/2022
01/05/2023,"$6,772.84",2720 N 66TH ST,TAMPA,FL,33619,10/29/2022
01/05/2023,"$113,764.90",9821 BAYBORO BRIDGE DR,TAMPA,FL,33626,10/29/2022
01/05/2023,"$13,390.47",8218 NATCHEZ ST,TAMPA,FL,33637,10/29/2022
01/05/2023,"$6,416.15",10511 VILLA VIEW CIR,TAMPA,FL,33647,10/29/2022
01/05/2023,"$12,523.98",2535 RIDGETOP WAY,VALRICO,FL,33594,10/29/2022
01/09/2023,"$5,923.42",416 FRONT ST 32535,CENTURY,FL,32535,10/04/2022
01/09/2023,"$2,044.53",917 W SCOTT ST 32501,PENSACOLA,FL,32501,10/04/2022
01/09/2023,"$4,365.26",2118 ST MARY ST 32505,PENSACOLA,FL,32505,10/04/2022
01/09/2023,"$3,828.82",3026 N Q ST 32505,PENSACOLA,FL,32505,10/04/2022
01/09/2023,"$7,661.95",2909 W LEE ST 32505,PENSACOLA,FL,32505,10/04/2022
01/09/2023,"$4,864.45",1704 GARY AVE 32505,PENSACOLA,FL,32505,10/04/2022
01/09/2023,"$3,356.26",3706 W LEE ST 32505,PENSACOLA,FL,32505,10/04/2022
01/09/2023,"$5,363.05",1704 N GREEN ST 32505,PENSACOLA,FL,32505,10/04/2022
01/09/2023,"$3,538.11",3002 W MALLORY ST 32505,PENSACOLA,FL,32505,10/04/2022
01/09/2023,"$37,766.16",3110 W JACKSON ST 32505,PENSACOLA,FL,32505,10/04/2022
01/09/2023,"$16,366.24",1341 N GREEN ST 32505,PENSACOLA,FL,32505,10/04/2022
01/09/2023,"$30,486.06",823 N 48TH AVE 32506,PENSACOLA,FL,32506,10/04/2022
01/09/2023,"$3,978.94",308 N TYSON ST 32506,PENSACOLA,FL,32506,10/04/2022
01/09/2023,"$3,388.26",7800 LILLIAN HWY 32506,PENSACOLA,FL,32506,10/04/2022
01/09/2023,"$3,367.67",6614 LILLIAN HWY 32506,PENSACOLA,FL,32506,10/04/2022
01/09/2023,"$5,785.38",419 N 72ND AVE 32506,PENSACOLA,FL,32506,10/04/2022
01/09/2023,"$5,693.70",10200 AILERON AVE 32506,PENSACOLA,FL,32506,10/04/2022
01/09/2023,"$69,308.79",2028 CORAL CREEK DR 32506,PENSACOLA,FL,32506,10/04/2022
01/09/2023,"$3,314.83",4466 DUNAWAY LN 32526,PENSACOLA,FL,32526,10/04/2022
